\N;0;0
\N;1;1
\N;2;2
\N;3;3
\N;4;4
\N;5;5
\N;6;6
\N;7;7
\N;8;8
\N;9;9
\N;10;10
\N;11;11
\N;12;12
\N;13;13
\N;14;14
\N;15;15
\N;16;16
\N;17;17
\N;18;18
\N;19;19
\N;20;20
\N;21;21
\N;22;22
\N;23;23
\N;24;24
\N;25;25
\N;26;26
\N;27;27
\N;28;28
\N;29;29
\N;30;30
\N;31;31
\N;32;32
\N;33;33
\N;34;34
\N;35;35
\N;36;36
\N;37;37
\N;38;38
\N;39;39
\N;40;40
\N;41;41
\N;42;42
\N;43;43
\N;44;44
\N;45;45
\N;46;46
\N;47;47
\N;48;48
\N;49;49
\N;50;50
\N;51;51
\N;52;52
\N;53;53
\N;54;54
\N;55;55
\N;56;56
\N;57;57
\N;58;58
\N;59;59
\N;60;60
\N;61;61
\N;62;62
\N;63;63
\N;64;64
\N;65;65
\N;66;66
\N;67;67
\N;68;68
\N;69;69
\N;70;70
\N;71;71
\N;72;72
\N;73;73
\N;74;74
\N;75;75
\N;76;76
\N;77;77
\N;78;78
\N;79;79
\N;80;80
\N;81;81
\N;82;82
\N;83;83
\N;84;84
\N;85;85
\N;86;86
\N;87;87
\N;88;88
\N;89;89
\N;90;90
\N;91;91
\N;92;92
\N;93;93
\N;94;94
\N;95;95
\N;96;96
\N;97;97
\N;98;98
\N;99;99
\N;100;100
\N;101;101
\N;102;102
\N;103;103
\N;104;104
\N;105;105
\N;106;106
\N;107;107
\N;108;108
\N;109;109
\N;110;110
\N;111;111
\N;112;112
\N;113;113
\N;114;114
\N;115;115
\N;116;116
\N;117;117
\N;118;118
\N;119;119
\N;120;120
\N;121;121
\N;122;122
\N;123;123
\N;124;124
\N;125;125
\N;126;126
\N;127;127
\N;128;128
\N;129;129
\N;130;130
\N;131;131
\N;132;132
\N;133;133
\N;134;134
\N;135;135
\N;136;136
\N;137;137
\N;138;138
\N;139;139
\N;140;140
\N;141;141
\N;142;142
\N;143;143
\N;144;144
\N;145;145
\N;146;146
\N;147;147
\N;148;148
\N;149;149
\N;150;150
\N;151;151
\N;152;152
\N;153;153
\N;154;154
\N;155;155
\N;156;156
\N;157;157
\N;158;158
\N;159;159
\N;160;160
\N;161;161
\N;162;162
\N;163;163
\N;164;164
\N;165;165
\N;166;166
\N;167;167
\N;168;168
\N;169;169
\N;170;170
\N;171;171
\N;172;172
\N;173;173
\N;174;174
\N;175;175
\N;176;176
\N;177;177
\N;178;178
\N;179;179
\N;180;180
\N;181;181
\N;182;182
\N;183;183
\N;184;184
\N;185;185
\N;186;186
\N;187;187
\N;188;188
\N;189;189
\N;190;190
\N;191;191
\N;192;192
\N;193;193
\N;194;194
\N;195;195
\N;196;196
\N;197;197
\N;198;198
\N;199;199
\N;200;200
\N;201;201
\N;202;202
\N;203;203
\N;204;204
\N;205;205
\N;206;206
\N;207;207
\N;208;208
\N;209;209
\N;210;210
\N;211;211
\N;212;212
\N;213;213
\N;214;214
\N;215;215
\N;216;216
\N;217;217
\N;218;218
\N;219;219
\N;220;220
\N;221;221
\N;222;222
\N;223;223
\N;224;224
\N;225;225
\N;226;226
\N;227;227
\N;228;228
\N;229;229
\N;230;230
\N;231;231
\N;232;232
\N;233;233
\N;234;234
\N;235;235
\N;236;236
\N;237;237
\N;238;238
\N;239;239
\N;240;240
\N;241;241
\N;242;242
\N;243;243
\N;244;244
\N;245;245
\N;246;246
\N;247;247
\N;248;248
\N;249;249
\N;250;250
\N;251;251
\N;252;252
\N;253;253
\N;254;254
\N;255;255
\N;256;256
\N;257;257
\N;258;258
\N;259;259
\N;260;260
\N;261;261
\N;262;262
\N;263;263
\N;264;264
\N;265;265
\N;266;266
\N;267;267
\N;268;268
\N;269;269
\N;270;270
\N;271;271
\N;272;272
\N;273;273
\N;274;274
\N;275;275
\N;276;276
\N;277;277
\N;278;278
\N;279;279
\N;280;280
\N;281;281
\N;282;282
\N;283;283
\N;284;284
\N;285;285
\N;286;286
\N;287;287
\N;288;288
\N;289;289
\N;290;290
\N;291;291
\N;292;292
\N;293;293
\N;294;294
\N;295;295
\N;296;296
\N;297;297
\N;298;298
\N;299;299
\N;300;300
\N;301;301
\N;302;302
\N;303;303
\N;304;304
\N;305;305
\N;306;306
\N;307;307
\N;308;308
\N;309;309
\N;310;310
\N;311;311
\N;312;312
\N;313;313
\N;314;314
\N;315;315
\N;316;316
\N;317;317
\N;318;318
\N;319;319
\N;320;320
\N;321;321
\N;322;322
\N;323;323
\N;324;324
\N;325;325
\N;326;326
\N;327;327
\N;328;328
\N;329;329
\N;330;330
\N;331;331
\N;332;332
\N;333;333
\N;334;334
\N;335;335
\N;336;336
\N;337;337
\N;338;338
\N;339;339
\N;340;340
\N;341;341
\N;342;342
\N;343;343
\N;344;344
\N;345;345
\N;346;346
\N;347;347
\N;348;348
\N;349;349
\N;350;350
\N;351;351
\N;352;352
\N;353;353
\N;354;354
\N;355;355
\N;356;356
\N;357;357
\N;358;358
\N;359;359
\N;360;360
\N;361;361
\N;362;362
\N;363;363
\N;364;364
\N;365;365
\N;366;366
\N;367;367
\N;368;368
\N;369;369
\N;370;370
\N;371;371
\N;372;372
\N;373;373
\N;374;374
\N;375;375
