\N;1;14280;2856;1
\N;28;18952;9476;26
\N;54;5880;1960;54
\N;72;38016;19008;72
\N;12;13680;3420;12
\N;48;45792;11448;48
\N;79;47040;9408;63
\N;49;8815;1763;49
\N;94;4914;2457;94
\N;77;21074;10537;53
\N;83;5928;1482;61
\N;7;19065;6355;1
\N;98;102960;25740;98
\N;75;24208;24208;61
\N;8;6896;3448;1
\N;89;24780;12390;89
\N;63;338;169;22
\N;51;12096;4032;28
\N;82;69000;13800;57
\N;29;24276;8092;20
\N;10;8260;1652;8
\N;25;22572;5643;25
\N;44;67424;16856;31
\N;97;8721;8721;82
\N;93;43516;10879;77
\N;12;56248;28124;12
\N;76;18522;9261;61
\N;22;22954;11477;1
\N;4;213;213;1
\N;83;1272;1272;49
\N;22;151550;30310;1
\N;42;9800;1960;42
\N;97;16800;3360;62
\N;17;55872;18624;17
\N;17;7050;3525;1
\N;46;11151;3717;44
\N;23;43380;21690;1
\N;40;8100;2700;35
\N;23;13090;2618;10
\N;15;15834;5278;15
\N;88;5440;5440;35
\N;81;49794;16598;23
\N;62;30600;10200;33
\N;23;8928;2976;22
\N;36;33725;33725;7
\N;25;13395;13395;1
\N;52;147572;36893;52
\N;27;26488;26488;6
\N;10;12980;2596;10
\N;30;37050;12350;30
\N;62;36084;12028;51
\N;72;1674;837;39
\N;52;12096;12096;51
\N;1;8784;2928;1
\N;14;101400;25350;1
\N;5;33292;16646;1
\N;58;1938;969;58
\N;18;105342;35114;18
\N;66;63600;12720;58
\N;73;14875;2975;39
\N;76;36992;9248;76
\N;26;91960;18392;5
\N;2;173745;34749;1
\N;82;51912;12978;82
\N;78;18018;9009;75
\N;73;574;574;73
\N;41;27440;13720;25
\N;52;39420;7884;52
\N;82;5790;1158;67
\N;28;5700;2850;10
\N;14;4992;1248;14
\N;85;14877;4959;58
\N;64;840;420;53
\N;14;35475;7095;1
\N;23;76160;19040;23
\N;46;5110;5110;42
\N;66;218700;43740;66
\N;73;7344;2448;73
\N;1;7488;2496;1
\N;10;11748;3916;0
\N;55;5368;1342;55
\N;68;36204;9051;57
\N;49;53100;10620;14
\N;26;17226;8613;1
\N;14;19995;19995;1
\N;6;26100;5220;6
\N;15;2738;1369;15
\N;32;27048;27048;32
\N;63;17017;17017;63
\N;55;2268;567;38
\N;1;8560;2140;1
\N;77;94120;23530;47
\N;21;76410;15282;14
\N;4;360;180;1
\N;38;8280;2070;38
\N;70;43240;43240;40
\N;16;1888;1888;16
\N;85;39130;39130;85
\N;99;9280;9280;80
\N;91;2052;1026;77
\N;72;30960;6192;38
\N;10;26520;6630;1
\N;6;23400;11700;6
\N;41;36080;7216;41
\N;74;14880;4960;74
\N;19;896;224;11
\N;85;9825;1965;66
\N;92;12456;3114;92
\N;53;1115;1115;28
\N;97;31680;15840;88
\N;59;2964;988;59
\N;53;39895;7979;53
\N;98;35768;17884;98
\N;59;11550;11550;27
\N;55;32736;16368;55
\N;76;10920;2730;69
\N;58;2130;426;58
\N;34;7944;7944;8
\N;65;72890;14578;30
\N;71;40560;8112;71
\N;77;99110;19822;77
\N;12;14000;3500;1
\N;10;11067;11067;10
\N;90;115584;28896;67
\N;75;14091;4697;61
\N;56;73125;24375;56
\N;6;18720;3744;1
\N;29;4745;949;29
\N;35;49080;9816;15
\N;93;501;167;85
\N;77;13064;6532;43
\N;57;7956;2652;57
\N;78;103400;20680;78
\N;72;18424;9212;64
\N;38;3096;774;4
\N;55;22650;7550;38
\N;31;29565;9855;5
\N;38;139048;34762;3
\N;88;21594;10797;86
\N;11;74124;24708;11
\N;39;272;272;21
\N;8;20736;10368;8
\N;61;30276;7569;57
\N;100;9612;9612;78
\N;48;7965;2655;48
\N;42;12200;12200;41
\N;1;32300;16150;1
\N;41;12640;2528;16
\N;61;20564;10282;61
\N;93;492;246;93
\N;21;82288;20572;19
\N;60;15200;3040;50
\N;71;65208;16302;26
\N;84;20748;5187;84
\N;61;39564;19782;41
\N;41;14520;2904;9
\N;22;1416;1416;5
\N;8;4602;4602;6
\N;94;34000;34000;94
\N;74;18928;9464;74
\N;30;104598;34866;30
\N;16;27636;13818;3
\N;56;39528;13176;26
\N;79;3472;868;79
\N;51;64980;12996;27
\N;83;80988;26996;83
\N;52;42240;10560;28
\N;56;56682;28341;56
\N;32;2792;1396;9
\N;56;48708;24354;21
\N;54;178200;35640;54
\N;27;11184;11184;27
\N;74;45568;22784;43
\N;44;28800;28800;11
\N;72;18336;18336;24
\N;79;29892;14946;79
\N;30;20790;4158;30
\N;85;3776;1888;81
\N;100;34400;17200;100
\N;32;1634;1634;9
\N;53;49200;24600;39
\N;69;16380;8190;69
\N;90;3471;3471;58
\N;83;17784;8892;62
\N;82;2860;572;82
\N;12;26244;6561;1
\N;64;5440;1088;45
\N;77;7956;7956;56
\N;41;3399;3399;38
\N;81;3576;894;81
\N;98;14100;3525;98
\N;89;61104;30552;70
\N;63;481;481;55
\N;15;3933;1311;15
\N;80;1584;1584;47
\N;43;3060;1020;1
\N;70;60950;12190;47
\N;80;6648;6648;69
\N;56;197820;39564;49
\N;0;0;0;0
\N;91;139520;34880;89
\N;58;11900;5950;35
\N;65;95488;23872;36
\N;2;55584;13896;1
\N;13;62496;20832;1
\N;23;17235;3447;1
\N;26;3100;775;26
\N;47;21280;21280;36
\N;98;21696;21696;97
\N;56;122932;30733;56
\N;42;31540;6308;42
\N;19;6216;6216;15
\N;2;5472;5472;1
\N;91;69375;13875;89
\N;88;33580;6716;69
\N;80;4848;2424;41
\N;23;22936;11468;23
\N;35;37632;9408;1
\N;14;95772;31924;14
\N;83;4191;1397;83
\N;61;42816;21408;61
\N;43;144840;28968;20
\N;52;3632;908;43
\N;76;10080;2016;76
\N;51;27056;27056;43
\N;55;10010;10010;55
\N;34;1964;1964;34
\N;53;25134;8378;50
\N;36;1587;1587;36
\N;58;44793;14931;9
\N;74;13082;13082;74
\N;75;13950;4650;54
\N;74;12672;4224;74
\N;53;158004;39501;11
\N;12;8073;8073;6
\N;49;3759;3759;49
\N;21;1467;489;1
\N;99;22572;7524;59
\N;32;496;124;14
\N;91;17168;8584;69
\N;94;34782;11594;94
\N;8;126126;42042;6
\N;62;54672;13668;51
\N;84;10230;3410;84
\N;100;62208;20736;100
\N;41;8778;8778;41
\N;15;7128;3564;1
\N;56;13338;6669;26
\N;35;3564;1782;1
\N;12;552;552;9
\N;32;91200;18240;1
\N;62;71040;14208;62
\N;9;54940;13735;1
\N;91;25860;5172;52
\N;10;57240;14310;7
\N;67;9720;2430;67
\N;10;24708;12354;1
\N;3;83968;20992;1
\N;90;22388;11194;89
\N;21;6138;6138;1
\N;11;2010;670;11
\N;26;60168;20056;26
\N;93;76734;25578;76
\N;95;10770;10770;84
\N;98;88776;22194;98
\N;83;1080;270;66
\N;76;81984;27328;76
\N;85;147;147;77
\N;44;22880;5720;44
\N;16;101920;25480;16
\N;1;10730;2146;1
\N;75;37375;7475;23
\N;86;129560;32390;67
\N;85;6432;2144;85
\N;43;3010;3010;43
\N;70;37730;7546;70
\N;20;4017;4017;20
\N;15;40788;10197;1
\N;43;82152;20538;43
\N;62;1360;340;49
\N;79;13608;3402;70
\N;12;29202;9734;0
\N;2;1360;680;1
\N;73;86864;21716;73
\N;33;46208;11552;23
\N;71;73224;24408;58
\N;8;120960;24192;8
\N;30;26880;6720;18
\N;84;48240;16080;84
\N;43;170280;34056;1
\N;32;101870;20374;32
\N;70;52002;17334;52
\N;18;42112;42112;1
\N;65;26136;8712;46
\N;77;426;213;53
\N;62;47775;9555;47
\N;75;51720;10344;75
\N;24;80868;26956;7
\N;18;1460;292;1
\N;82;18160;4540;77
\N;82;37479;12493;66
\N;72;63960;15990;54
\N;31;13932;13932;1
\N;89;78400;15680;89
\N;17;11000;2200;17
\N;55;3290;658;55
\N;29;8820;4410;12
\N;62;66030;13206;62
\N;88;90960;30320;88
\N;58;45390;9078;33
\N;52;64672;32336;52
\N;18;5096;5096;18
\N;29;16335;3267;12
\N;63;34122;11374;55
\N;65;672;168;42
\N;55;13450;6725;31
\N;1;39114;13038;1
\N;38;13792;13792;30
\N;22;82296;20574;1
\N;32;14363;14363;32
\N;97;9960;9960;94
\N;71;5684;2842;69
\N;5;1440;1440;1
\N;96;14448;14448;82
\N;70;24850;4970;67
\N;49;21096;7032;25
\N;66;19632;4908;48
\N;16;55920;11184;1
\N;95;1144;286;69
\N;2;90009;30003;2
\N;34;24288;6072;17
\N;31;1820;455;1
\N;20;118548;39516;20
\N;28;23655;7885;11
\N;57;84240;21060;33
\N;16;27648;13824;16
\N;24;20696;5174;24
\N;44;16530;8265;38
\N;28;135044;33761;3
\N;14;6674;6674;14
\N;41;100776;33592;1
\N;18;45384;11346;1
\N;49;49416;12354;29
\N;27;3552;1776;1
\N;52;4959;1653;45
\N;68;12408;4136;31
\N;97;37122;18561;97
\N;85;93500;18700;60
\N;64;66880;13376;16
\N;49;110055;22011;31
\N;70;82004;41002;52
\N;93;23808;5952;93
\N;15;18750;3750;1
\N;9;87344;21836;1
\N;58;32472;8118;45
\N;46;37260;18630;16
\N;52;17908;4477;52
\N;15;3950;3950;1
\N;69;336;168;69
\N;33;37316;37316;1
\N;54;19203;6401;43
\N;94;504;504;94
\N;40;9828;4914;40
\N;9;3916;1958;1
\N;27;21402;7134;24
\N;70;172975;34595;22
\N;78;17928;17928;58
\N;83;11528;11528;62
\N;100;99;99;87
\N;13;186000;46500;11
\N;58;26260;6565;58
\N;100;44270;8854;78
\N;36;143;143;25
\N;87;7344;1836;87
\N;5;36375;12125;1
\N;98;14812;3703;98
\N;37;42336;42336;17
\N;97;7905;7905;65
\N;54;798;266;28
\N;93;8400;1680;82
\N;97;1176;392;80
\N;45;13776;6888;28
\N;1;26910;26910;1
\N;42;840;210;10
\N;5;14384;7192;1
\N;42;840;420;42
\N;79;21708;7236;74
\N;91;104469;34823;41
\N;15;81984;40992;10
\N;65;7852;3926;31
\N;62;17688;8844;21
\N;48;16800;3360;17
\N;2;25160;12580;2
\N;3;7960;1990;1
\N;14;1344;672;1
\N;72;1680;840;34
\N;15;12750;2550;1
\N;39;6996;3498;39
\N;49;17840;8920;49
\N;0;0;0;0
\N;46;9384;4692;46
\N;82;22850;11425;72
\N;42;7828;3914;20
\N;65;3740;748;45
\N;4;13630;13630;2
\N;26;4212;2106;5
\N;77;34629;34629;77
\N;62;11232;5616;62
\N;85;1162;581;77
\N;51;852;852;51
\N;39;9024;9024;13
\N;90;91182;30394;61
\N;62;5353;5353;58
\N;30;17172;8586;30
\N;58;3864;1288;58
\N;47;5346;5346;47
\N;1;6035;6035;1
\N;46;7616;7616;26
\N;98;89838;29946;81
\N;21;50000;50000;21
\N;68;102060;20412;68
\N;7;4360;872;1
\N;46;22330;11165;21
\N;98;1470;1470;67
\N;34;6660;6660;34
\N;73;173595;34719;73
\N;15;36556;36556;15
\N;71;77056;19264;54
\N;3;33216;11072;3
\N;95;18722;9361;37
\N;69;34048;8512;69
\N;43;5966;2983;43
\N;76;3523;3523;70
\N;49;54648;18216;36
\N;73;51840;25920;73
\N;40;32436;8109;1
\N;43;8148;8148;28
\N;23;23534;23534;1
\N;86;72556;18139;75
\N;66;46620;15540;66
\N;3;45792;22896;1
\N;60;38955;7791;43
\N;37;12512;12512;4
\N;43;5916;5916;11
\N;66;8255;8255;66
\N;7;2756;689;1
\N;92;396;396;41
\N;9;90432;22608;4
\N;32;57120;11424;32
\N;51;16900;16900;51
\N;28;15072;7536;16
\N;27;107008;26752;1
\N;53;67592;16898;18
\N;72;50220;16740;42
\N;91;79866;26622;58
\N;29;3640;3640;25
\N;75;28800;7200;75
\N;75;27376;27376;66
\N;1;2784;928;1
\N;62;20463;6821;62
\N;21;23157;7719;8
\N;91;7950;3975;67
\N;49;28956;7239;49
\N;60;8343;8343;60
\N;61;42180;8436;37
\N;73;88725;17745;46
\N;87;9240;3080;87
\N;37;1200;240;9
\N;89;74048;37024;89
\N;25;19782;9891;22
\N;76;6723;2241;73
\N;25;75900;18975;22
\N;76;21756;21756;76
\N;92;10692;10692;92
\N;77;1485;495;60
\N;23;101600;20320;3
\N;64;65850;32925;64
\N;38;23408;5852;18
\N;46;94248;31416;46
\N;17;6480;1296;8
\N;7;9450;4725;1
\N;54;2475;825;54
\N;50;24080;4816;39
\N;80;4840;2420;80
\N;6;18600;6200;6
\N;79;37098;18549;79
\N;17;5544;1386;2
\N;37;7802;7802;18
\N;9;5700;1900;9
\N;63;21000;4200;38
\N;87;248;248;87
\N;67;40704;20352;64
\N;80;59409;19803;80
\N;53;17420;3484;30
\N;61;13780;13780;28
\N;16;157708;39427;13
\N;20;25420;12710;1
\N;37;140650;28130;36
\N;71;14250;4750;48
\N;92;3864;966;92
\N;46;3468;867;24
\N;19;157810;31562;1
\N;17;70092;23364;17
\N;58;8400;8400;58
\N;4;78144;39072;4
\N;50;21838;10919;50
\N;97;53352;13338;59
\N;85;118420;23684;75
\N;70;30888;30888;56
\N;21;16692;4173;10
\N;97;25347;25347;61
\N;46;2520;840;46
\N;33;12996;12996;1
\N;86;46170;15390;74
\N;36;136110;27222;1
\N;45;22620;11310;45
\N;41;40500;13500;25
\N;46;30400;7600;46
\N;46;5900;5900;28
\N;69;11234;11234;69
\N;59;37260;9315;47
\N;71;9100;9100;70
\N;69;4392;2196;69
\N;13;19071;19071;1
\N;51;12876;6438;50
\N;64;2640;1320;64
\N;83;12480;2496;74
\N;38;37625;7525;25
\N;91;31464;15732;86
\N;57;103800;25950;57
\N;90;3888;3888;60
\N;93;24585;8195;93
\N;2;62260;12452;1
\N;81;11016;3672;63
\N;83;11022;3674;62
\N;36;57024;19008;33
\N;30;9367;9367;26
\N;45;22260;22260;45
\N;59;54810;10962;29
\N;42;4248;1416;42
\N;3;7040;1408;3
\N;91;13570;6785;88
\N;24;21716;21716;24
\N;89;30600;7650;89
\N;72;34656;17328;54
\N;26;17800;4450;1
\N;4;9875;9875;1
\N;39;13020;6510;31
\N;60;42570;8514;60
\N;86;28341;9447;74
\N;71;63218;31609;65
\N;5;20724;10362;5
\N;31;84960;16992;31
\N;73;3696;924;48
\N;91;924;924;59
\N;69;74970;14994;64
\N;51;5580;1116;49
\N;57;68;68;57
\N;37;90036;30012;5
\N;26;9900;3300;17
\N;52;4375;4375;22
\N;62;85120;21280;51
\N;49;12005;2401;36
\N;55;39930;19965;45
\N;38;144585;28917;23
\N;53;74096;37048;53
\N;88;146880;36720;55
\N;33;292;292;15
\N;69;11256;11256;69
\N;11;61200;15300;11
\N;62;138688;34672;57
\N;79;24544;6136;79
\N;99;17476;17476;79
\N;6;19776;4944;1
\N;56;3060;3060;18
\N;96;21217;21217;77
\N;1;42560;8512;1
\N;52;93933;31311;35
\N;29;2133;2133;1
\N;43;10422;10422;18
\N;74;4992;1664;29
\N;57;57028;14257;31
\N;59;95400;19080;59
\N;12;33024;8256;12
\N;36;17918;17918;34
\N;13;66000;22000;13
\N;27;2080;416;1
\N;83;3664;1832;72
\N;3;16170;5390;1
\N;70;17556;5852;70
\N;100;29700;9900;100
\N;78;68250;13650;43
\N;85;72670;14534;65
\N;47;4500;4500;47
\N;64;14993;14993;57
\N;55;141;141;44
\N;19;12312;4104;1
\N;6;1079;1079;1
\N;24;225860;45172;18
\N;0;0;0;0
\N;39;7497;7497;39
\N;71;13760;6880;45
\N;20;66400;33200;20
\N;97;38900;38900;70
\N;52;30888;7722;52
\N;82;16884;16884;63
\N;44;22448;5612;2
\N;67;2750;1375;49
\N;29;76446;25482;29
\N;76;87048;21762;61
\N;48;153176;38294;20
\N;41;80;40;6
\N;74;24500;24500;74
\N;23;17640;8820;8
\N;42;720;240;34
\N;44;4500;900;21
\N;94;7202;3601;93
\N;90;11180;11180;90
\N;44;80910;40455;44
\N;82;90200;18040;82
\N;13;98568;24642;13
\N;96;5520;1840;73
\N;2;32240;6448;2
\N;86;36208;9052;86
\N;53;41195;8239;22
\N;21;2354;2354;21
\N;6;2880;960;1
\N;73;79785;15957;51
\N;52;13950;4650;47
\N;86;19008;19008;86
\N;25;2400;800;24
\N;62;11385;2277;45
\N;99;44460;22230;99
\N;67;39525;7905;67
\N;90;81328;40664;90
\N;74;28288;7072;74
\N;68;51840;12960;68
\N;37;73980;24660;28
\N;82;3843;1281;82
\N;93;87129;29043;64
\N;50;157620;31524;29
\N;79;144540;36135;79
\N;15;15576;5192;15
\N;34;15405;3081;25
\N;72;45990;15330;62
\N;28;23383;23383;28
\N;8;30885;30885;1
\N;49;127140;31785;49
\N;79;742;742;62
\N;56;6840;2280;39
\N;36;41031;13677;19
\N;26;43000;21500;26
\N;48;135730;27146;48
\N;97;102600;20520;80
\N;60;3070;3070;60
\N;84;73696;36848;84
\N;74;97680;24420;26
